movieId,title,genres,plot
2224,Downhill (1927),Drama,Public schoolboy Roddy Berwick is expelled from school when he takes the blame for a friend's charge and his life falls apart in a series of misadventures.
2225,Easy Virtue (1927),Drama,A recently divorced woman hides her scandalous past from her new husband and his family.
2226,"Ring, The (1927)",Drama,Two boxers compete for the love of a woman.
2227,"Lodger, The (1926)",Thriller,A landlady suspects her new lodger is the madman killing women in London.
2228,"Mountain Eagle, The (1926)",Drama,"In the Kentucky hills, a store keeper tries to win the love of an innocent schoolteacher. She runs away and seeks refuge with a hermit."
2229,"Pleasure Garden, The (1925)",Drama,Two couples' romances are fancifully intertwined.
2230,Always Tell Your Wife (1923),Comedy,A husband fakes a cold to meet a blackmailing girl
2231,Rounders (1998),Crime|Drama,"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school."
2232,Cube (1997),Sci-Fi|Thriller,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.
2233,Digging to China (1998),Drama,"10 y.o. Harriet's divorced mom owns and runs a motel. Harriet's an outsider and wants to leave. A woman stays there with her adult, disabled son who befriends Harriet."
2234,Let's Talk About Sex (1998),Drama,A film about three young women who get more than they bargained for when they set out to interview passers-by on the streets of Miami Beach about sex.
2235,One Man's Hero (1999),Drama|War,"John Riley, an Irish immigrant soldier recruited in the American army during the Mexican-American War faces anti-immigrant and anti-Catholic bigotry from his fellow servicemen and defects to the Mexican army."
2236,Simon Birch (1998),Drama,A young boy with stunted growth is convinced that God has a great purpose for him.
2237,Without Limits (1998),Drama,The life of renowned runner Steve Prefontaine and his relationship with legendary coach Bill Bowerman.
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,"The defense of honor, a strong value in Neapolitan society, and its effects on the life of everyman Pasquale Frafuso."
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,A trip into the Mediterranean sea becomes a trip into the discovery of how society's frameworks of the rich and poor are delicate and temporary.
2240,My Bodyguard (1980),Drama,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard."
2241,Class (1983),Comedy,"A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected."
2242,"Grandview, U.S.A. (1984)",Drama,"With only a week left before graduation, a young dreamer itches to renounce an uninspiring scholarship, stand up to his despotic father and pursue a career in oceanography. But, has anyone ever spread his wings away from Grandview, U.S.A.?"
2243,Broadcast News (1987),Comedy|Drama|Romance,"Take two rival television reporters: one handsome, one talented, both male. Add one Producer, female. Mix well, and watch the sparks fly."
2244,"Allnighter, The (1987)",Comedy|Romance,A Southern California coed parties with her roommates and flirts with a surfer next door.
2245,Working Girl (1988),Comedy|Drama,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
2246,Stars and Bars (1988),Comedy,A British art expert travels across America in order to purchase a rare Renoir painting in the South but comes across some crazy characters in the process.
2247,Married to the Mob (1988),Comedy,"A mobster's wife hates her lifestyle, but gets a chance to change it when her husband is killed - if the Long Island mob and the FBI let her."
2248,Say Anything... (1989),Comedy|Drama|Romance,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
2249,My Blue Heaven (1990),Comedy,"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs."
2250,Men Don't Leave (1990),Drama,"A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore, and deal with the hardships and all that comes with the city life."
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,"Featuring music instead of any dialogue and set in a near Kafkaesque future, this loose remake of The Cabinet of Dr. Caligari follows a bureaucrat whom mysterious Dr. Ramirez and his hideous sidekick want as their latest victim."
2252,Hero (1992),Comedy|Drama,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit."
2253,Toys (1992),Action|Comedy|Fantasy,"When Lieutenant General Leland Zevo (Sir Michael Gambon) inherits a toymaking company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever."
2254,Choices (1981),Drama,"Partially deaf teenager Carafotes becomes alienated when prevented from playing football because of his handicap. He must deal with his parents, coach, teammates, his new girlfried and a bad crowd he almost falls into, before confronting the school board."
2255,Young Doctors in Love (1982),Comedy,It's a spoof on hospital soap operas with a few gangsters thrown in. A new batch of interns begins at City Hospital.
2256,Parasite (1982),Horror|Sci-Fi,"In a post-apocalyptic USA, a doctor/scientist infected with a new strain of parasite ends up in a small desert town, trying to find a cure."
2257,No Small Affair (1984),Comedy|Romance,"16 y.o. Charles loves to photograph. A cute girl's photo ends up in his camera. He later sees the older Laura singing in a bar. He takes a lot more photos of her and ends seeing her again, wishing to help her career."
2258,Master Ninja I (1984),Action,An aging American ninja master and his headstrong young apprentice search for the elder man's daughter.
2259,Blame It on Rio (1984),Comedy|Romance,Best friends and their daughters vacation in Rio de Janeiro only for one to fall for the other's daughter.
2260,Wisdom (1986),Action|Crime,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers."
2261,One Crazy Summer (1986),Comedy,An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.
2262,About Last Night... (1986),Comedy|Drama|Romance,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends."
2263,"Seventh Sign, The (1988)",Thriller,"Abby Quinn is eagerly awaiting childbirth but is haunted by dreams where she suffers a miscarriage. When she decides to rent a room to a mysterious stranger, she realizes a chain of events that will unleash the end of humanity."
2264,We're No Angels (1989),Drama,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.
2265,Nothing But Trouble (1991),Adventure|Comedy,A businessman and his friends are captured by a sadistic judge and his equally odd family in the backwoods of a bizarre mansion.
2266,"Butcher's Wife, The (1991)",Comedy|Romance,"A clairvoyant impulsively marries a butcher, moves to New York City and has a positive impact on the people she meets, changing their futures...which in turn changes hers."
2267,Mortal Thoughts (1991),Mystery|Thriller,Two detectives interrogate a hairdresser on two homicides she may or may not have been involved in.
2268,"Few Good Men, A (1992)",Crime|Drama,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
2269,Indecent Proposal (1993),Drama,A billionaire offers one million dollars to a young married couple for one night with the wife.
2270,"Century of Cinema, A (1994)",Documentary,"The art of filmmaking, coinciding with cinema's 100th anniversary, containing numerous interviews with some of the most influential film personalities of the 20th century."
2271,Permanent Midnight (1998),Drama,A comedy writer struggles to overcome his addiction to heroin.
2272,One True Thing (1998),Drama,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.
2273,Rush Hour (1998),Action|Thriller,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way."
2274,Lilian's Story (1995),Drama,"For forty years Lilian Singer has been locked up in a 'loony bin' by her father. Her release is eventually secured by her eccentric Aunt Kitty and her brother, John. Lilian starts to carve out a place for herself. As she explores Sydney and the people who live and work around her she sees others looking for love. Lilian shows us it is never too late to change your life and that even unusual choices can bring contentment."
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,"In the post-apocalyptic world of 1960s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them."
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful author who obviously drinks too much and is starting to experience health problems. Living in France with his wife, daughter, and an adopted son, the family travels an unconventional road that leaves all of them as outsiders to others. Preaching a sexual freedom, his daughter's sexual acceptance begins at an early age and betrays her when the family moves to Hanover in America. Her sexuality is definitely not the normal for American teens and gives her a bad reputation and outcasts her. Meanwhile her brooding brother struggles with his own inner turmoils about his early desertion in life. Only within the tight knit confines of his family is he comfortable to even speak."
2277,Somewhere in the City (1997),Drama,"The film portrays life of New York City's Lower East Side inhabitants. Introvert therapist Betty is befriended with Chinese immigrant Lu Lu, leftist radical Che is also Lu Lu's friend. Italian immigrant and wife of supervisor of building where they all live, Marta, is having an affair with her neighbour Frankie who likes scams. One of his scams goes terribly wrong."
2278,Ronin (1998),Action|Crime|Thriller,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.
2279,Urban Legend (1998),Horror|Thriller,A college student suspects a series of bizarre deaths are connected to certain urban legends.
2280,Clay Pigeons (1998),Crime,"After hearing that his wife sleeps with Clay, Earl kills himself, making it look like Clay shot him. The widow doesn't like it when Clay starts sees another woman instead. Bodies start piling up."
2281,Monument Ave. (1998),Crime,A small-time hoodlum is divided between his conscience and loyalty to his boss when his cousin is murdered.
2282,Pecker (1998),Comedy|Drama,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame."
2283,"Sheltering Sky, The (1990)",Drama,"An American couple travel abroad to revitalize their relationship. But as the trip drags on, their attempt at recovering what they once had seems futile."
2284,Bandit Queen (1994),Drama,The story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994.
2285,If.... (1968),Drama,"In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England."
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,"When Fu's age-regressing elixir vitae is spilled by a hapless flunky, Fu Manchu sends his lackeys to round up supplies for a fresh batch of elixir, including a precious jewel, which prompts a team of agents to track him down."
2287,Them! (1954),Sci-Fi|Thriller|War,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
2289,"Player, The (1992)",Comedy|Drama,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?"
2290,Stardust Memories (1980),Comedy|Drama,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films."
2291,Edward Scissorhands (1990),Drama|Romance,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
2292,Overnight Delivery (1996),Romance,"Wyatt writes an angry letter to his girlfriend, believing she's dating Ricker. Ricker's a dog. Helped by stripper Ivy, he tries to get the letter off a truck the next 24 hours."
2293,Shadrach (1998),Drama,"In 1935, ninety-nine-year-old former slave Shadrach asks to be buried on the soil where he was born to slavery, and that land is owned by the large Dabney family, consisting of Vernon, Trixie, and their seven children, and to bury a black man on that land is a violation of strict Virginia law."
2294,Antz (1998),Animation|Children's,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.
2295,"Impostors, The (1998)",Comedy,"Wrongly accused of physically abusing a fellow actor, starving thespians Arthur and Maurice find themselves pursued by the law aboard a cruise ship."
2296,"Night at the Roxbury, A (1998)",Comedy,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury."
2297,What Dreams May Come (1998),Drama|Romance,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her."
2298,Strangeland (1998),Thriller,A detective pursues a sadist specializing in body modification rituals who lures teenagers through the internet.
2299,"Battle of the Sexes, The (1959)",Comedy,"Angela Barrows, an accomplished business analyst from the US, attempts to contemporise the late MacPherson's tweed factory, shaking the very foundation of a men-only company."
2300,"Producers, The (1968)",Comedy|Musical,A stage-play producer devises a plan to make money by producing a sure-fire flop.
2301,History of the World: Part I (1981),Comedy,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.
2302,My Cousin Vinny (1992),Comedy,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
2303,Nashville (1975),Drama|Musical,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
2304,Love Is the Devil (1998),Drama,"Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook."
2305,Slam (1998),Drama,"Grand Jury Prize, 1998 Sundance Film Festival. A talented youth (Saul Williams) copes with urban crime and despair by competing in poetry slams. Sonja Sohn of ""The Wire"" costars."
2306,Holy Man (1998),Comedy,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm."
2307,One Tough Cop (1998),Action|Drama,"A detective tries to remain loyal to his partner, and his best friend - a mobster."
2308,Detroit 9000 (1973),Action|Crime,"After a fundraiser for a black politician is robbed, Detroit police put two detectives, one white and one black, on the case, who try to work together under boiling political pressure."
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,"Austria, a little farming valley. Beginning of the century. When one of the farmers is found murdered one day, his labourers know of nothing, but are relieved, as the tyranny has ended. Then, something new happens for the first time in history: The farm workers inherit the whole farm together, as the farmer himself was childless. Now, conflicts come up, as nobody is the boss and nobody has to obey."
2310,"Mighty, The (1998)",Drama,"Two young boys, both social outcasts in their small town, form an unlikely friendship."
2311,2010 (1984),Mystery|Sci-Fi,"A joint U.S.-Soviet expedition is sent to Jupiter to learn what happened to the Discovery, and H.A.L."
2312,Children of a Lesser God (1986),Drama,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice."
2313,"Elephant Man, The (1980)",Drama,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
2314,Beloved (1998),Drama,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman"
2315,Bride of Chucky (1998),Horror|Thriller,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
2316,Practical Magic (1998),Drama|Romance,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
2317,"Alarmist, The (1997)",Comedy,"Young Tommy Hudler decides to become a security systems salesman, and is an instant success. Everything seems to be going great until he discovers there's more to this business and his boss Heinrich than he previously suspected."
2318,Happiness (1998),Comedy,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
2319,Reach the Rock (1997),Comedy,"Two school kids, who are best friends, are drinking on the side of a river. One friend bets the other that he can't swim across the river and ""Reach The Rock"". The friend takes the bet and drowns halfway towards the rock. The entire town blames the the kid for his friends death, he runs away, never to be seen again. He eventually comes back to his home town of Shermerville and goes crazy, and starts to trash the town (for example, breaking store-front windows, stealing a police car). He also meets up with his old high school girlfriend. The majority of the movie takes place in one night."
2320,Apt Pupil (1998),Drama|Thriller,A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.
2321,Pleasantville (1998),Comedy,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
2323,"Cruise, The (1998)",Documentary,"Affectionate portrait of Tim ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses. He talks fast, is in love with the city, and dispenses historical facts, architectural analysis, and philosophical musings in equal measures. He's reflective and funny about cruising: he loves it, got in it to meet women, and he'd quit work if he could. His personal life is disclosed in small doses: he takes home $200 a week for 20 hours work, home is his suitcase and wherever he can flop, he's been arrested for going out on the roof tops of skyscrapers to see his city; he stands between the towers of the World Trade Center, spins until he's dizzy, then looks up."
2324,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
2325,Orgazmo (1997),Comedy,Naive young Mormon Joe Young is recruited to act in porn movies.
2326,Shattered Image (1998),Drama|Thriller,"Jessie, a cool assassin on a mission, dreams she is a traumatized, paranoid rape victim on her honeymoon. This Jessie dreams that she is a cool assassin on a mission."
2327,Tales from the Darkside: The Movie (1990),Horror,A young boy tells three stories of horror to distract a witch who plans to eat him.
2328,Vampires (1998),Horror,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
2329,American History X (1998),Drama,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
2330,Hands on a Hard Body (1996),Documentary,"Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the truck wins. An absurd marketing gimmick at first glance, the contest proves to be much more..."
2331,Living Out Loud (1998),Comedy|Romance,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning for her life. Pat Francato, the janitor and lift-boy, has a troubled life himself: Gambling debts and the tragic death of his daughter took away all his spirit. One day, he and Judith meet in the right mood and a fragile friendship starts to grow. They can help each other to get on their feet again. But one false move could destroy everything they built so carefully."
2332,Belly (1998),Crime|Drama,Two young friends involved in organized crime and drug dealing find that their priorities differ.
2333,Gods and Monsters (1998),Drama,The last days of Frankenstein (1931) Director James Whale are explored.
2334,"Siege, The (1998)",Action|Thriller,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
2335,"Waterboy, The (1998)",Comedy,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
2336,Elizabeth (1998),Drama,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
2337,Velvet Goldmine (1998),Drama,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild."
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort."
2339,I'll Be Home For Christmas (1998),Comedy|Romance,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas."
2340,Meet Joe Black (1998),Romance,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter."
2341,Dancing at Lughnasa (1998),Drama,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.
2342,Hard Core Logo (1996),Comedy,"A group of washed-up Canadian punk rockers get back together for a road trip in memory of a dear friend who was supposedly shot, or so rumors imply. As they travel, they ignore the underlying psychological darkness within each other."
2343,"Naked Man, The (1998)",Drama,A man takes matters into his own hands when a pharmaceutical kingpin moves into his town to cause some real trouble.
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Two escaped convicts and a female railway worker find themselves trapped on a train with no brakes and nobody driving.
2345,Desert Bloom (1986),Drama,"The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet, particularly those of her troubled and alcoholic stepfather. Her memories of Robin, her first love, are much happier, and she also recalls her colorful Aunt Starr, whose visit is fun, but also detrimental to her family's health. The setting of 1950s Nevada bomb testing is increasingly significant to the development of the story."
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents."
2347,"Pope of Greenwich Village, The (1984)",Action,Two cousins unknowingly rob the mob and face the dangerous consequences.
2348,Sid and Nancy (1986),Drama,"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed."
2349,Mona Lisa (1986),Comedy|Thriller,A man recently released from prison manages to get a job driving a call girl from customer to customer.
2350,Heart Condition (1990),Comedy,"A racist cop receives a heart transplant from a black lawyer he hates, who returns as a ghost to ask the cop to help take down the men who murdered him."
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
2352,"Big Chill, The (1983)",Comedy|Drama,A group of seven former college friends gather for a week-end reunion at a South Carolina vacation home after the funeral of another of their college friends.
2353,Enemy of the State (1998),Action|Thriller,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,The babies gets lost in the forest after Tommy Pickles (Elizabeth Daily) gets a new baby brother.
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
2356,Celebrity (1998),Comedy,The fortunes of a husband and wife differ drastically after they divorce.
2357,Central Station (Central do Brasil) (1998),Drama,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
2358,Savior (1998),Drama,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia.
2359,Waking Ned Devine (1998),Comedy,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money."
2360,"Celebration, The (Festen) (1998)",Drama,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
2361,Pink Flamingos (1972),Comedy,"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
2362,Glen or Glenda (1953),Drama,A psychiatrist tells the stories of a transvestite (Glen or Glenda) and a pseudohermaphrodite (Alan or Anne).
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,"American nuclear weapons testing results in the creation of a seemingly unstoppable, dinosaur-like beast."
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,"Thirty years after the original monster's rampage, a new Godzilla emerges and attacks Japan."
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,"A newspaper and television station funded by a pharmaceutical company want a sensation, which happens to be the discovery of King Kong on an island. He is captured and brought to Japan, where he escapes from captivity and battles Godzilla."
2366,King Kong (1933),Action|Adventure|Horror,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
2367,King Kong (1976),Action|Adventure|Horror,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.
2368,King Kong Lives (1986),Action|Adventure|Horror,"Kong falls from the twin towers and he appears to be alive. However, his heart is failing, so it's replaced with an artificial one. All is well until he senses that there's a female Kong somewhere out there and escapes wreaking havoc."
2369,Desperately Seeking Susan (1985),Comedy|Romance,A bored New Jersey suburban housewife's fascination with a kooky character she's read about in the personal columns leads to her being mistaken for the woman herself.
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,"After the son of engineer Bill Markham is abducted by an aboriginal tribe on the edge of the rain forest, the engineer spends the next 10 years searching for him."
2371,Fletch (1985),Comedy,"Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
2372,Fletch Lives (1989),Comedy,"After receiving an inheritance in Louisiana, Los Angeles reporter Irvin Fletcher heads to the Belle Isle plantation where he gets himself into hilarious trouble."
2373,Red Sonja (1985),Action|Adventure,The fearless warrior Red Sonja sets out to avenge her family's murder and rid her kingdom from the tyrannical rule of evil Queen Gedren.
2374,Gung Ho (1986),Comedy|Drama,"When a Japanese car company buys an American plant, the American liaison must mediate the clash of work attitudes between the foreign management and native labor."
2375,"Money Pit, The (1986)",Comedy,A young couple struggles to repair a hopelessly dilapidated house.
2376,"View to a Kill, A (1985)",Action,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.
2377,Lifeforce (1985),Horror|Sci-Fi,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos."
2378,Police Academy (1984),Comedy,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks."
2379,Police Academy 2: Their First Assignment (1985),Comedy,When a new gang moves into town it's up to the screwball police team to stop them.
2380,Police Academy 3: Back in Training (1986),Comedy,The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,"The Police Academy's commandant will be honored at a police convention in Miami Beach. At the airport he picks a wrong bag with stolen diamonds. The ""owners"" want them back."
2383,Police Academy 6: City Under Siege (1989),Comedy,Those bumbling cadets take to the streets when three inept goons successfully orchestrate a metropolitan crime wave.
2384,Babe: Pig in the City (1998),Children's|Comedy,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm."
2385,Home Fries (1998),Comedy|Romance,Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.
2386,Jerry Springer: Ringmaster (1998),Drama,Talk show special guests air their grievances backstage and in front of the cameras as the host struggles to manage the mayhem that ensues.
2387,Very Bad Things (1998),Comedy|Crime,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,Francesco inherits an old palace from a Turkish aunt and moves to Istanbul to renovate it.
2389,Psycho (1998),Crime|Horror|Thriller,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own."
2390,Little Voice (1998),Comedy,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend."
2391,"Simple Plan, A (1998)",Crime|Thriller,"Three blue-collar acquaintances come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the plan."
2392,Jack Frost (1998),Comedy|Drama,"A father who can't keep his promises dies in a car accident. One year later, he returns as a snowman who has the final chance to put things right with his son before he is gone forever."
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
2394,"Prince of Egypt, The (1998)",Animation|Musical,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
2395,Rushmore (1998),Comedy,The extracurricular king of Rushmore Preparatory School is put on academic probation.
2396,Shakespeare in Love (1998),Comedy|Romance,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays."
2397,Mass Appeal (1984),Drama,A popular Connecticut priest shields a seminary rebel from the wrath of a stern monsignor.
2398,Miracle on 34th Street (1947),Drama,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing."
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,The legend of Santa Claus is put in jeopardy when an unscrupulous toy manufacturer attempts to take over Christmas.
2400,Prancer (1989),Children's|Drama,"A farm girl nurses a wounded reindeer she believes is one of Santa's, hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her, something her disheartened father is having trouble understanding."
2401,Pale Rider (1985),Western,A mysterious preacher (Clint Eastwood) protects a humble prospector village from a greedy mining company trying to encroach on their land.
2402,Rambo: First Blood Part II (1985),Action|War,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.
2403,First Blood (1982),Action,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
